neighbourhood,month,year,count 
Brookhaven-Amesbury,July,2005,6
Yorkdale-Glen Park,July,2005,7
Englemount-Lawrence,July,2005,7
Clanton Park,July,2005,7
Bathurst Manor,July,2005,5
Westminster-Branson,July,2005,6
Newtonbrook West,July,2005,9
Willowdale West,July,2005,8
Lansing-Westgate,July,2005,4
Bedford Park-Nortown,July,2005,6
St.Andrew-Windfields,July,2005,6
Bridle Path-Sunnybrook-York Mills,July,2005,5
Banbury-Don Mills,July,2005,7
Victoria Village,July,2005,5
Flemingdon Park,July,2005,9
Parkwoods-Donalda,July,2005,10
Pleasant View,July,2005,8
Don Valley Village,July,2005,5
Hillcrest Village,July,2005,9
Bayview Woods-Steeles,July,2005,9
Newtonbrook East,July,2005,7
Willowdale East,July,2005,4
Bayview Village,July,2005,7
Henry Farm,July,2005,5
O'Connor-Parkview,July,2005,7
Thorncliffe Park,July,2005,6
Leaside-Bennington,July,2005,4
Broadview North,July,2005,5
Old East York,July,2005,9
Danforth-East York,July,2005,6
Woodbine-Lumsden,July,2005,7
Taylor-Massey,July,2005,5
East End-Danforth,July,2005,10
The Beaches,July,2005,8
Woodbine Corridor,July,2005,6
Greenwood-Coxwell,July,2005,8
Danforth,July,2005,4
Playter Estates-Danforth,July,2005,6
North Riverdale,July,2005,10
Blake-Jones,July,2005,4
South Riverdale,July,2005,10
Cabbagetown-South St.James Town,July,2005,8
Regent Park,July,2005,6
Moss Park,July,2005,8
North St.James Town,July,2005,7
Church-Yonge Corridor,July,2005,5
Bay Street Corridor,July,2005,6
Waterfront Communities-The Island,July,2005,6
Kensington-Chinatown,July,2005,6
University,July,2005,6
Palmerston-Little Italy,July,2005,8
Trinity-Bellwoods,July,2005,7
Niagara,July,2005,5
Dufferin Grove,July,2005,8
Little Portugal,July,2005,6
South Parkdale,July,2005,8
Roncesvalles,July,2005,9
High Park-Swansea,July,2005,9
High Park North,July,2005,8
Runnymede-Bloor West VillageJunction Area,July,2005,8
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,July,2005,10
Annex,July,2005,6
Casa Loma,July,2005,8
Yonge-St.Clair,July,2005,4
Rosedale-Moore Park,July,2005,5
Mount Pleasant East,July,2005,9
Yonge-Eglinton,July,2005,8
Forest Hill South,July,2005,5
Forest Hill North,July,2005,8
Lawrence Park South,July,2005,7
Mount Pleasant West,July,2005,10
Lawrence Park North,July,2005,7
Humewood-Cedarvale,July,2005,9
Oakwood Village,July,2005,7
Briar Hill-Belgravia,July,2005,4
Caledonia-Fairbank,July,2005,9
Keelesdale-Eglinton West,July,2005,7
Rockcliffe-Smythe,July,2005,8
Beechborough-Greenbrook,July,2005,6
Weston,July,2005,9
Lambton Baby Point,July,2005,10
Mount Dennis,July,2005,6
Steeles,July,2005,7
L'Amoreaux,July,2005,4
Tam O'Shanter-Sullivan,July,2005,10
Wexford/Maryvale,July,2005,6
Clairlea-Birchmount,July,2005,6
Oakridge,July,2005,4
Birchcliffe-Cliffside,July,2005,10
Cliffcrest,July,2005,4
Kennedy Park,July,2005,4
Ionview,July,2005,7
Dorset Park,July,2005,6
Bendale,July,2005,4
Agincourt South-Malvern West,July,2005,4
Agincourt North,July,2005,9
Milliken,July,2005,5
Rouge,July,2005,6
Malvern,July,2005,10
Centennial Scarborough,July,2005,8
Highland Creek,July,2005,5
Morningside,July,2005,4
West Humber-Clairville,August,2005,4
Mount Olive-Silverstone-Jamestown,August,2005,9
Thistletown-Beaumond Heights,August,2005,8
Rexdale-Kipling,August,2005,8
Elms-Old Rexdale,August,2005,6
Kingsview Village-The Westway,August,2005,6
Willowridge-Martingrove-Richview,August,2005,7
Humber Heights-Westmount,August,2005,4
Edenbridge-Humber Valley,August,2005,8
Princess-Rosethorn,August,2005,6
Eringate-Centennial-West DeaneMarkland Wood,August,2005,7
Etobicoke West Mall,August,2005,4
Islington-City Centre West,August,2005,10
Kingsway South,August,2005,5
Stonegate-Queensway,August,2005,5
Mimico,August,2005,4
New Toronto,August,2005,8
Long Branch,August,2005,8
Alderwood,August,2005,6
Humber Summit,August,2005,4
Humbermede,August,2005,7
Pelmo Park-Humberlea,August,2005,8
Black Creek,August,2005,8
Glenfield-Jane Heights,August,2005,7
Downsview-Roding-CFB,August,2005,7
York University Heights,August,2005,9
Rustic,August,2005,9
Maple Leaf,August,2005,10
Brookhaven-Amesbury,August,2005,5
Yorkdale-Glen Park,August,2005,9
Englemount-Lawrence,August,2005,7
Clanton Park,August,2005,4
Bathurst Manor,August,2005,8
Westminster-Branson,August,2005,8
Newtonbrook West,August,2005,4
Willowdale West,August,2005,9
Lansing-Westgate,August,2005,7
Bedford Park-Nortown,August,2005,10
St.Andrew-Windfields,August,2005,8
Bridle Path-Sunnybrook-York Mills,August,2005,8
Banbury-Don Mills,August,2005,4
Victoria Village,August,2005,5
Flemingdon Park,August,2005,8
Parkwoods-Donalda,August,2005,6
Pleasant View,August,2005,6
Don Valley Village,August,2005,7
Hillcrest Village,August,2005,4
Bayview Woods-Steeles,August,2005,7
Newtonbrook East,August,2005,7
Willowdale East,August,2005,10
Bayview Village,August,2005,7
Henry Farm,August,2005,5
O'Connor-Parkview,August,2005,7
Thorncliffe Park,August,2005,6
Leaside-Bennington,August,2005,5
Broadview North,August,2005,10
Old East York,August,2005,10
Danforth-East York,August,2005,7
Woodbine-Lumsden,August,2005,8
Taylor-Massey,August,2005,9
East End-Danforth,August,2005,9
The Beaches,August,2005,8
Woodbine Corridor,August,2005,5
Greenwood-Coxwell,August,2005,7
Danforth,August,2005,6
Playter Estates-Danforth,August,2005,8
North Riverdale,August,2005,7
Blake-Jones,August,2005,10
South Riverdale,August,2005,10
Cabbagetown-South St.James Town,August,2005,5
Regent Park,August,2005,4
Moss Park,August,2005,6
North St.James Town,August,2005,5
Church-Yonge Corridor,August,2005,5
Bay Street Corridor,August,2005,5
Waterfront Communities-The Island,August,2005,4
Kensington-Chinatown,August,2005,4
University,August,2005,6
Palmerston-Little Italy,August,2005,6
Trinity-Bellwoods,August,2005,4
Niagara,August,2005,8
Dufferin Grove,August,2005,4
Little Portugal,August,2005,8
South Parkdale,August,2005,5
Roncesvalles,August,2005,9
High Park-Swansea,August,2005,6
High Park North,August,2005,5
Runnymede-Bloor West VillageJunction Area,August,2005,10
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,August,2005,4
Annex,August,2005,8
Casa Loma,August,2005,4
Yonge-St.Clair,August,2005,10
Rosedale-Moore Park,August,2005,8
Mount Pleasant East,August,2005,5
Yonge-Eglinton,August,2005,5
Forest Hill South,August,2005,9
Forest Hill North,August,2005,7
Lawrence Park South,August,2005,6
Mount Pleasant West,August,2005,7
Lawrence Park North,August,2005,6
Humewood-Cedarvale,August,2005,7
Oakwood Village,August,2005,8
Briar Hill-Belgravia,August,2005,7
Caledonia-Fairbank,August,2005,10
Keelesdale-Eglinton West,August,2005,5
Rockcliffe-Smythe,August,2005,10
Beechborough-Greenbrook,August,2005,5
Weston,August,2005,9
Lambton Baby Point,August,2005,5
Mount Dennis,August,2005,8
Steeles,August,2005,8
L'Amoreaux,August,2005,9
Tam O'Shanter-Sullivan,August,2005,6
Wexford/Maryvale,August,2005,6
Clairlea-Birchmount,August,2005,10
Oakridge,August,2005,9
Birchcliffe-Cliffside,August,2005,9
Cliffcrest,August,2005,9
Kennedy Park,August,2005,8
Ionview,August,2005,5
Dorset Park,August,2005,4
Bendale,August,2005,9
Agincourt South-Malvern West,August,2005,7
Agincourt North,August,2005,7
Milliken,August,2005,8
Rouge,August,2005,9
Malvern,August,2005,5
Centennial Scarborough,August,2005,10
Highland Creek,August,2005,9
Morningside,August,2005,4
West Humber-Clairville,September,2005,5
Mount Olive-Silverstone-Jamestown,September,2005,10
Thistletown-Beaumond Heights,September,2005,4
Rexdale-Kipling,September,2005,10
Elms-Old Rexdale,September,2005,8
Kingsview Village-The Westway,September,2005,8
Willowridge-Martingrove-Richview,September,2005,9
Humber Heights-Westmount,September,2005,5
Edenbridge-Humber Valley,September,2005,6
Princess-Rosethorn,September,2005,8
Eringate-Centennial-West DeaneMarkland Wood,September,2005,9
Etobicoke West Mall,September,2005,9
Islington-City Centre West,September,2005,10
Kingsway South,September,2005,9
Stonegate-Queensway,September,2005,5
Mimico,September,2005,10
New Toronto,September,2005,5
Long Branch,September,2005,4
Alderwood,September,2005,10
Humber Summit,September,2005,10
Humbermede,September,2005,9
Pelmo Park-Humberlea,September,2005,8
Black Creek,September,2005,10
Glenfield-Jane Heights,September,2005,10
Downsview-Roding-CFB,September,2005,10
York University Heights,September,2005,10
Rustic,September,2005,10
Maple Leaf,September,2005,10
Brookhaven-Amesbury,September,2005,5
Yorkdale-Glen Park,September,2005,10
Englemount-Lawrence,September,2005,6
Clanton Park,September,2005,10
Bathurst Manor,September,2005,10
Westminster-Branson,September,2005,8
Newtonbrook West,September,2005,8
Willowdale West,September,2005,6
Lansing-Westgate,September,2005,10
Bedford Park-Nortown,September,2005,10
St.Andrew-Windfields,September,2005,5
Bridle Path-Sunnybrook-York Mills,September,2005,5
Banbury-Don Mills,September,2005,5
Victoria Village,September,2005,4
Flemingdon Park,September,2005,10
Parkwoods-Donalda,September,2005,10
Pleasant View,September,2005,10
Don Valley Village,September,2005,8
Hillcrest Village,September,2005,10
Bayview Woods-Steeles,September,2005,10
Newtonbrook East,September,2005,6
Willowdale East,September,2005,5
Bayview Village,September,2005,5
Henry Farm,September,2005,10
O'Connor-Parkview,September,2005,9
Thorncliffe Park,September,2005,7
Leaside-Bennington,September,2005,10
Broadview North,September,2005,5
Old East York,September,2005,6
Danforth-East York,September,2005,7
Woodbine-Lumsden,September,2005,8
Taylor-Massey,September,2005,8
East End-Danforth,September,2005,7
The Beaches,September,2005,4
Woodbine Corridor,September,2005,6
Greenwood-Coxwell,September,2005,7
Danforth,September,2005,8
Playter Estates-Danforth,September,2005,9
North Riverdale,September,2005,5
Blake-Jones,September,2005,4
South Riverdale,September,2005,10
Cabbagetown-South St.James Town,September,2005,4
Regent Park,September,2005,7
Moss Park,September,2005,10
North St.James Town,September,2005,8
Church-Yonge Corridor,September,2005,10
Bay Street Corridor,September,2005,8
Waterfront Communities-The Island,September,2005,7
Kensington-Chinatown,September,2005,5
University,September,2005,9
Palmerston-Little Italy,September,2005,5
Trinity-Bellwoods,September,2005,10
Niagara,September,2005,7
Dufferin Grove,September,2005,9
Little Portugal,September,2005,7
South Parkdale,September,2005,6
Roncesvalles,September,2005,4
High Park-Swansea,September,2005,4
High Park North,September,2005,7
Runnymede-Bloor West VillageJunction Area,September,2005,10
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,September,2005,7
Annex,September,2005,10
Casa Loma,September,2005,7
Yonge-St.Clair,September,2005,5
Rosedale-Moore Park,September,2005,10
Mount Pleasant East,September,2005,9
Yonge-Eglinton,September,2005,5
Forest Hill South,September,2005,10
Forest Hill North,September,2005,6
Lawrence Park South,September,2005,9
Mount Pleasant West,September,2005,6
Lawrence Park North,September,2005,8
Humewood-Cedarvale,September,2005,8
Oakwood Village,September,2005,6
Briar Hill-Belgravia,September,2005,10
Caledonia-Fairbank,September,2005,9
Keelesdale-Eglinton West,September,2005,8
Rockcliffe-Smythe,September,2005,7
Beechborough-Greenbrook,September,2005,7
Weston,September,2005,7
Lambton Baby Point,September,2005,6
Mount Dennis,September,2005,4
Steeles,September,2005,10
L'Amoreaux,September,2005,6
Tam O'Shanter-Sullivan,September,2005,4
Wexford/Maryvale,September,2005,10
Clairlea-Birchmount,September,2005,6
Oakridge,September,2005,5
Birchcliffe-Cliffside,September,2005,5
Cliffcrest,September,2005,5
Kennedy Park,September,2005,9
Ionview,September,2005,6
Dorset Park,September,2005,6
Bendale,September,2005,8
Agincourt South-Malvern West,September,2005,10
Agincourt North,September,2005,7
Milliken,September,2005,7
Rouge,September,2005,6
Malvern,September,2005,9
Centennial Scarborough,September,2005,9
Highland Creek,September,2005,10
Morningside,September,2005,5
West Humber-Clairville,October,2005,4
Mount Olive-Silverstone-Jamestown,October,2005,7
Thistletown-Beaumond Heights,October,2005,6
Rexdale-Kipling,October,2005,9
Elms-Old Rexdale,October,2005,9
Kingsview Village-The Westway,October,2005,8
Willowridge-Martingrove-Richview,October,2005,8
Humber Heights-Westmount,October,2005,9
Edenbridge-Humber Valley,October,2005,7
Princess-Rosethorn,October,2005,7
Eringate-Centennial-West DeaneMarkland Wood,October,2005,6
Etobicoke West Mall,October,2005,6
Islington-City Centre West,October,2005,8
Kingsway South,October,2005,9
Stonegate-Queensway,October,2005,8
Mimico,October,2005,10
New Toronto,October,2005,8
Long Branch,October,2005,5
Alderwood,October,2005,4
Humber Summit,October,2005,5
Humbermede,October,2005,6
Pelmo Park-Humberlea,October,2005,8
Black Creek,October,2005,4
Glenfield-Jane Heights,October,2005,5
Downsview-Roding-CFB,October,2005,7
York University Heights,October,2005,5
Rustic,October,2005,6
Maple Leaf,October,2005,5
Brookhaven-Amesbury,October,2005,7
Yorkdale-Glen Park,October,2005,5
Englemount-Lawrence,October,2005,10
Clanton Park,October,2005,9
Bathurst Manor,October,2005,7
Westminster-Branson,October,2005,9
Newtonbrook West,October,2005,9
Willowdale West,October,2005,8
Lansing-Westgate,October,2005,7
Bedford Park-Nortown,October,2005,8
St.Andrew-Windfields,October,2005,10
Bridle Path-Sunnybrook-York Mills,October,2005,6
Banbury-Don Mills,October,2005,5
Victoria Village,October,2005,7
Flemingdon Park,October,2005,6
Parkwoods-Donalda,October,2005,7
Pleasant View,October,2005,4
Don Valley Village,October,2005,6
Hillcrest Village,October,2005,7
Bayview Woods-Steeles,October,2005,5
Newtonbrook East,October,2005,7
Willowdale East,October,2005,8
Bayview Village,October,2005,6
Henry Farm,October,2005,6
O'Connor-Parkview,October,2005,4
Thorncliffe Park,October,2005,4
Leaside-Bennington,October,2005,5
Broadview North,October,2005,4
Old East York,October,2005,6
Danforth-East York,October,2005,5
Woodbine-Lumsden,October,2005,9
Taylor-Massey,October,2005,7
East End-Danforth,October,2005,5
The Beaches,October,2005,6
Woodbine Corridor,October,2005,7
Greenwood-Coxwell,October,2005,4
Danforth,October,2005,9
Playter Estates-Danforth,October,2005,10
North Riverdale,October,2005,10
Blake-Jones,October,2005,10
South Riverdale,October,2005,5
Cabbagetown-South St.James Town,October,2005,7
Regent Park,October,2005,10
Moss Park,October,2005,6
North St.James Town,October,2005,8
Church-Yonge Corridor,October,2005,6
Bay Street Corridor,October,2005,10
Waterfront Communities-The Island,October,2005,6
Kensington-Chinatown,October,2005,9
University,October,2005,8
Palmerston-Little Italy,October,2005,10
Trinity-Bellwoods,October,2005,4
Niagara,October,2005,5
Dufferin Grove,October,2005,4
Little Portugal,October,2005,7
South Parkdale,October,2005,6
Roncesvalles,October,2005,6
High Park-Swansea,October,2005,6
High Park North,October,2005,10
Runnymede-Bloor West VillageJunction Area,October,2005,5
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,October,2005,10
Annex,October,2005,9
Casa Loma,October,2005,4
Yonge-St.Clair,October,2005,9
Rosedale-Moore Park,October,2005,8
Mount Pleasant East,October,2005,4
Yonge-Eglinton,October,2005,6
Forest Hill South,October,2005,6
Forest Hill North,October,2005,9
Lawrence Park South,October,2005,6
Mount Pleasant West,October,2005,4
Lawrence Park North,October,2005,10
Humewood-Cedarvale,October,2005,9
Oakwood Village,October,2005,6
Briar Hill-Belgravia,October,2005,6
Caledonia-Fairbank,October,2005,8
Keelesdale-Eglinton West,October,2005,8
Rockcliffe-Smythe,October,2005,6
Beechborough-Greenbrook,October,2005,6
Weston,October,2005,10
Lambton Baby Point,October,2005,5
Mount Dennis,October,2005,8
Steeles,October,2005,9
L'Amoreaux,October,2005,5
Tam O'Shanter-Sullivan,October,2005,10
Wexford/Maryvale,October,2005,4
Clairlea-Birchmount,October,2005,5
Oakridge,October,2005,6
Birchcliffe-Cliffside,October,2005,7
Cliffcrest,October,2005,5
Kennedy Park,October,2005,7
Ionview,October,2005,5
Dorset Park,October,2005,6
Bendale,October,2005,8
Agincourt South-Malvern West,October,2005,8
Agincourt North,October,2005,5
Milliken,October,2005,4
Rouge,October,2005,10
Malvern,October,2005,10
Centennial Scarborough,October,2005,5
Highland Creek,October,2005,6
Morningside,October,2005,9
West Humber-Clairville,November,2005,8
Mount Olive-Silverstone-Jamestown,November,2005,7
Thistletown-Beaumond Heights,November,2005,10
Rexdale-Kipling,November,2005,6
Elms-Old Rexdale,November,2005,4
Kingsview Village-The Westway,November,2005,10
Willowridge-Martingrove-Richview,November,2005,8
Humber Heights-Westmount,November,2005,5
Edenbridge-Humber Valley,November,2005,5
Princess-Rosethorn,November,2005,5
Eringate-Centennial-West DeaneMarkland Wood,November,2005,5
Etobicoke West Mall,November,2005,4
Islington-City Centre West,November,2005,8
Kingsway South,November,2005,8
Stonegate-Queensway,November,2005,10
Mimico,November,2005,5
New Toronto,November,2005,8
Long Branch,November,2005,5
Alderwood,November,2005,10
Humber Summit,November,2005,8
Humbermede,November,2005,5
Pelmo Park-Humberlea,November,2005,9
Black Creek,November,2005,7
Glenfield-Jane Heights,November,2005,7
Downsview-Roding-CFB,November,2005,10
York University Heights,November,2005,8
Rustic,November,2005,7
Maple Leaf,November,2005,8
Brookhaven-Amesbury,November,2005,8
Yorkdale-Glen Park,November,2005,4
Englemount-Lawrence,November,2005,6
Clanton Park,November,2005,6
Bathurst Manor,November,2005,8
Westminster-Branson,November,2005,8
Newtonbrook West,November,2005,6
Willowdale West,November,2005,5
Lansing-Westgate,November,2005,5
Bedford Park-Nortown,November,2005,7
St.Andrew-Windfields,November,2005,8
Bridle Path-Sunnybrook-York Mills,November,2005,10
Banbury-Don Mills,November,2005,9
Victoria Village,November,2005,8
Flemingdon Park,November,2005,9
Parkwoods-Donalda,November,2005,6
Pleasant View,November,2005,5
Don Valley Village,November,2005,4
Hillcrest Village,November,2005,5
Bayview Woods-Steeles,November,2005,5
Newtonbrook East,November,2005,9
Willowdale East,November,2005,7
Bayview Village,November,2005,5
Henry Farm,November,2005,5
O'Connor-Parkview,November,2005,8
Thorncliffe Park,November,2005,9
Leaside-Bennington,November,2005,9
Broadview North,November,2005,6
Old East York,November,2005,9
Danforth-East York,November,2005,4
Woodbine-Lumsden,November,2005,9
Taylor-Massey,November,2005,4
East End-Danforth,November,2005,6
The Beaches,November,2005,10
Woodbine Corridor,November,2005,6
Greenwood-Coxwell,November,2005,7
Danforth,November,2005,8
Playter Estates-Danforth,November,2005,8
North Riverdale,November,2005,9
Blake-Jones,November,2005,9
South Riverdale,November,2005,8
Cabbagetown-South St.James Town,November,2005,5
Regent Park,November,2005,5
Moss Park,November,2005,5
North St.James Town,November,2005,5
Church-Yonge Corridor,November,2005,8
Bay Street Corridor,November,2005,4
Waterfront Communities-The Island,November,2005,6
Kensington-Chinatown,November,2005,10
University,November,2005,5
Palmerston-Little Italy,November,2005,10
Trinity-Bellwoods,November,2005,9
Niagara,November,2005,7
Dufferin Grove,November,2005,4
Little Portugal,November,2005,10
South Parkdale,November,2005,7
Roncesvalles,November,2005,4
High Park-Swansea,November,2005,7
High Park North,November,2005,6
Runnymede-Bloor West VillageJunction Area,November,2005,10
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,November,2005,10
Annex,November,2005,4
Casa Loma,November,2005,5
Yonge-St.Clair,November,2005,10
Rosedale-Moore Park,November,2005,9
Mount Pleasant East,November,2005,7
Yonge-Eglinton,November,2005,6
Forest Hill South,November,2005,5
Forest Hill North,November,2005,7
Lawrence Park South,November,2005,6
Mount Pleasant West,November,2005,10
Lawrence Park North,November,2005,10
Humewood-Cedarvale,November,2005,7
Oakwood Village,November,2005,7
Briar Hill-Belgravia,November,2005,5
Caledonia-Fairbank,November,2005,9
Keelesdale-Eglinton West,November,2005,4
Rockcliffe-Smythe,November,2005,5
Beechborough-Greenbrook,November,2005,7
Weston,November,2005,4
Lambton Baby Point,November,2005,9
Mount Dennis,November,2005,6
Steeles,November,2005,5
L'Amoreaux,November,2005,7
Tam O'Shanter-Sullivan,November,2005,9
Wexford/Maryvale,November,2005,8
Clairlea-Birchmount,November,2005,9
Oakridge,November,2005,4
Birchcliffe-Cliffside,November,2005,7
Cliffcrest,November,2005,8
Kennedy Park,November,2005,10
Ionview,November,2005,8
Dorset Park,November,2005,10
Bendale,November,2005,5
Agincourt South-Malvern West,November,2005,5
Agincourt North,November,2005,4
Milliken,November,2005,7
Rouge,November,2005,9
Malvern,November,2005,5
Centennial Scarborough,November,2005,10
Highland Creek,November,2005,6
Morningside,November,2005,4
West Humber-Clairville,December,2005,4
Mount Olive-Silverstone-Jamestown,December,2005,4
Thistletown-Beaumond Heights,December,2005,7
Rexdale-Kipling,December,2005,4
Elms-Old Rexdale,December,2005,5
Kingsview Village-The Westway,December,2005,7
Willowridge-Martingrove-Richview,December,2005,9
Humber Heights-Westmount,December,2005,5
Edenbridge-Humber Valley,December,2005,7
Princess-Rosethorn,December,2005,9
Eringate-Centennial-West DeaneMarkland Wood,December,2005,4
Etobicoke West Mall,December,2005,6
Islington-City Centre West,December,2005,7
Kingsway South,December,2005,5
Stonegate-Queensway,December,2005,5
Mimico,December,2005,5
New Toronto,December,2005,10
Long Branch,December,2005,4
Alderwood,December,2005,10
Humber Summit,December,2005,5
Humbermede,December,2005,10
Pelmo Park-Humberlea,December,2005,8
Black Creek,December,2005,8
Glenfield-Jane Heights,December,2005,6
Downsview-Roding-CFB,December,2005,9
York University Heights,December,2005,8
Rustic,December,2005,6
Maple Leaf,December,2005,4
Brookhaven-Amesbury,December,2005,9
Yorkdale-Glen Park,December,2005,9
Englemount-Lawrence,December,2005,6
Clanton Park,December,2005,10
Bathurst Manor,December,2005,10
Westminster-Branson,December,2005,8
Newtonbrook West,December,2005,10
Willowdale West,December,2005,9
Lansing-Westgate,December,2005,7
Bedford Park-Nortown,December,2005,6
St.Andrew-Windfields,December,2005,8
Bridle Path-Sunnybrook-York Mills,December,2005,7
Banbury-Don Mills,December,2005,6
Victoria Village,December,2005,4
Flemingdon Park,December,2005,7
Parkwoods-Donalda,December,2005,9
Pleasant View,December,2005,6
Don Valley Village,December,2005,4
Hillcrest Village,December,2005,10
Bayview Woods-Steeles,December,2005,7
Newtonbrook East,December,2005,5
Willowdale East,December,2005,8
Bayview Village,December,2005,10
Henry Farm,December,2005,6
O'Connor-Parkview,December,2005,8
Thorncliffe Park,December,2005,9
Leaside-Bennington,December,2005,8
Broadview North,December,2005,10
Old East York,December,2005,10
Danforth-East York,December,2005,9
Woodbine-Lumsden,December,2005,4
Taylor-Massey,December,2005,4
East End-Danforth,December,2005,4
The Beaches,December,2005,7
Woodbine Corridor,December,2005,5
Greenwood-Coxwell,December,2005,7
Danforth,December,2005,7
Playter Estates-Danforth,December,2005,4
North Riverdale,December,2005,6
Blake-Jones,December,2005,7
South Riverdale,December,2005,4
Cabbagetown-South St.James Town,December,2005,8
Regent Park,December,2005,7
Moss Park,December,2005,4
North St.James Town,December,2005,5
Church-Yonge Corridor,December,2005,9
Bay Street Corridor,December,2005,9
Waterfront Communities-The Island,December,2005,5
Kensington-Chinatown,December,2005,6
University,December,2005,10
Palmerston-Little Italy,December,2005,7
Trinity-Bellwoods,December,2005,8
Niagara,December,2005,5
Dufferin Grove,December,2005,9
Little Portugal,December,2005,8
South Parkdale,December,2005,7
Roncesvalles,December,2005,7
High Park-Swansea,December,2005,9
High Park North,December,2005,6
Runnymede-Bloor West VillageJunction Area,December,2005,5
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,December,2005,6
Annex,December,2005,4
Casa Loma,December,2005,5
Yonge-St.Clair,December,2005,10
Rosedale-Moore Park,December,2005,7
Mount Pleasant East,December,2005,4
Yonge-Eglinton,December,2005,7
Forest Hill South,December,2005,5
Forest Hill North,December,2005,8
Lawrence Park South,December,2005,9
Mount Pleasant West,December,2005,8
Lawrence Park North,December,2005,8
Humewood-Cedarvale,December,2005,7
Oakwood Village,December,2005,10
Briar Hill-Belgravia,December,2005,5
Caledonia-Fairbank,December,2005,4
Keelesdale-Eglinton West,December,2005,9
Rockcliffe-Smythe,December,2005,7
Beechborough-Greenbrook,December,2005,5
Weston,December,2005,7
Lambton Baby Point,December,2005,6
Mount Dennis,December,2005,8
Steeles,December,2005,5
L'Amoreaux,December,2005,4
Tam O'Shanter-Sullivan,December,2005,8
Wexford/Maryvale,December,2005,9
Clairlea-Birchmount,December,2005,10
Oakridge,December,2005,9
Birchcliffe-Cliffside,December,2005,5
Cliffcrest,December,2005,4
Kennedy Park,December,2005,10
Ionview,December,2005,4
Dorset Park,December,2005,10
Bendale,December,2005,9
Agincourt South-Malvern West,December,2005,4
Agincourt North,December,2005,6
Milliken,December,2005,10
Rouge,December,2005,10
Malvern,December,2005,4
Centennial Scarborough,December,2005,5
Highland Creek,December,2005,4
Morningside,December,2005,9
West Humber-Clairville,January,2006,4
Mount Olive-Silverstone-Jamestown,January,2006,6
Thistletown-Beaumond Heights,January,2006,9
Rexdale-Kipling,January,2006,9
Elms-Old Rexdale,January,2006,5
Kingsview Village-The Westway,January,2006,5
Willowridge-Martingrove-Richview,January,2006,10
Humber Heights-Westmount,January,2006,8
Edenbridge-Humber Valley,January,2006,5
Princess-Rosethorn,January,2006,6
Eringate-Centennial-West DeaneMarkland Wood,January,2006,4
Etobicoke West Mall,January,2006,5
Islington-City Centre West,January,2006,4
Kingsway South,January,2006,4
Stonegate-Queensway,January,2006,8
Mimico,January,2006,7
New Toronto,January,2006,9
Long Branch,January,2006,10
Alderwood,January,2006,4
Humber Summit,January,2006,4
Humbermede,January,2006,4
Pelmo Park-Humberlea,January,2006,7
Black Creek,January,2006,9
Glenfield-Jane Heights,January,2006,8
Downsview-Roding-CFB,January,2006,10
York University Heights,January,2006,9
Rustic,January,2006,6
Maple Leaf,January,2006,8
Brookhaven-Amesbury,January,2006,7
Yorkdale-Glen Park,January,2006,8
Englemount-Lawrence,January,2006,7
Clanton Park,January,2006,10
Bathurst Manor,January,2006,10
Westminster-Branson,January,2006,5
Newtonbrook West,January,2006,6
Willowdale West,January,2006,8
Lansing-Westgate,January,2006,7
Bedford Park-Nortown,January,2006,10
St.Andrew-Windfields,January,2006,6
Bridle Path-Sunnybrook-York Mills,January,2006,7
Banbury-Don Mills,January,2006,8
Victoria Village,January,2006,10
Flemingdon Park,January,2006,5
Parkwoods-Donalda,January,2006,6
Pleasant View,January,2006,6
Don Valley Village,January,2006,4
Hillcrest Village,January,2006,4
Bayview Woods-Steeles,January,2006,7
Newtonbrook East,January,2006,9
Willowdale East,January,2006,5
Bayview Village,January,2006,7
Henry Farm,January,2006,10
O'Connor-Parkview,January,2006,4
Thorncliffe Park,January,2006,6
Leaside-Bennington,January,2006,9
Broadview North,January,2006,5
Old East York,January,2006,9
Danforth-East York,January,2006,5
Woodbine-Lumsden,January,2006,6
Taylor-Massey,January,2006,10
East End-Danforth,January,2006,9
The Beaches,January,2006,9
Woodbine Corridor,January,2006,5
Greenwood-Coxwell,January,2006,4
Danforth,January,2006,4
Playter Estates-Danforth,January,2006,8
North Riverdale,January,2006,10
Blake-Jones,January,2006,9
South Riverdale,January,2006,9
Cabbagetown-South St.James Town,January,2006,8
Regent Park,January,2006,7
Moss Park,January,2006,7
North St.James Town,January,2006,9
Church-Yonge Corridor,January,2006,6
Bay Street Corridor,January,2006,5
Waterfront Communities-The Island,January,2006,6
Kensington-Chinatown,January,2006,6
University,January,2006,8
Palmerston-Little Italy,January,2006,8
Trinity-Bellwoods,January,2006,5
Niagara,January,2006,4
Dufferin Grove,January,2006,10
Little Portugal,January,2006,4
